,用户ID,评论内容,手机型号
64,17313299643.0,手机外观很酷，颜色绚丽，用起来很流畅，很nice,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
65,17294662521.0,正品，买的放心，价钱也公道，满意！绿色没有想象那么好看，物流发的顺丰，也很快。256的内存真的大，充电啊是真的快。2k屏也是真的舒服，目前我没玩游戏，不知道散热如何。但是新手机比老手机反应很快。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
66,17372246921.0,刚收到手机使用了一天，使用效果很好，非常值得按赞。准备使用多一点时间再上来分享使用体验。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
67,17317086225.0,2k直屏不错。一直都比较喜欢直屏，游戏玩过王者，高开很流畅，充电测试过，从15%充到100%用了20分钟，还是很快的。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
68,17364386905.0,"外形外观：非常的很好特别是这个幻境色简直好看到爆炸手感也特别好
屏幕音效：屏幕2K屏幕清晰度没得说120HZ 的屏幕也特别流畅
拍照效果：拍照和发布会说的一样特别的清楚很好看图片也
运行速度：联发科的处理器越来越好了希望国产芯片越做做好
待机时间：5000多的大电池续航没得说充电也很快",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
69,17306810129.0,"目前玩用着感觉还是很好的，天玑9000确实不怎么发热了，平常用的时候也是温度很小，还是很棒的。
运行速度：运行速度很强，比888强上一大截",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
70,17374367614.0,分量很足，快递小哥超给力，电话没打通，我打回去，他倒回来给我送,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
71,17382586192.0,快递非常快，并且手机十分流畅，王者荣耀120帧非常稳,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
72,17396986988.0,手机收到了，质量很好，做工精细，款式新颖时尚，非常喜欢。打游戏不卡，只是微微一点发热，电量的话王者开高频模式打一把差不多4的电,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
73,17406520134.0,"正品，非常满意的一次手机购物
外形外观：好看
屏幕音效：牛
运行速度：快
待机时间：长",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
74,17317412801.0,物流和产品都不错，手机颜值好运行流畅，性价比高，电池充电速度快。别的用几天再追评，手机手感非常好，外形满分，运行速度快，,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
75,17409529190.0,"外形外观：挺好看的

运行速度：很快，玩游戏没有卡顿
拍照效果：后置拍摄很清晰",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
76,17373282295.0,"外形外观：很不
运行速度：很快
屏幕音效：有一点小，整体很好",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
77,17297757272.0,样子很好看，运行很流畅，相机也很不错,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
78,17299469493.0,外观很好看，银迹配色很nice，手感方面也没有别人说的那么差，握持还不错，天玑9000这颗芯片的确不错，相比骁龙8发热低,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
79,17386082645.0,之前我用的是k20pro尊享版，感觉那是一代神机哈，现在买了k50pro后，这应该是最新一代神机了。配置各个方面都能兼顾到，性价比很高，拍照也比上一代强很多。快充速度很快，提升很明显啊，打王者荣耀的话发热也控制很好。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
80,17409735619.0,第一次在京东买手机，正品，从北京发货挺快的，两天就到了，用的也还不错，日常使用没啥问题，希望能用个两三年吧，充电特别快，很爽。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
81,17366954800.0,非常不错，颜色也很好看充电非常快，跑分也还可以。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
82,17291025066.0,真的用过之后感觉骁龙8跟1都是弟弟了  希望不要那么快跳水 让我再开心一下 谢谢雷总 用着目前还没啥问题  拍照还行 跑分稳稳的 很丝滑 2K很舒服,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
83,17288474276.0,新手机到了，官方旗舰店买的有优惠，运行速度很快，还没有试充电速度，应该不会失望，红米k50pro应该可以多用几年,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
84,17301910138.0,稳，高端机守门员，狠起来连小米都打，屏幕很赞，充电很快，续航真的给力！！！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
85,17325556847.0,充电神速，手机反应神速，又是一代神机,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
86,17370645479.0,手机非常不错。快递小哥很给力。下次可能继续再买一个。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
87,17374920500.0,"运行速度：这速度嘎嘎猛
外形外观：外观非常好看
最终还是喜欢红米直接买，老米粉了??",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
88,17356023797.0,很好用，运行速度很快，但是系统还有需要优化的地方，感觉有时候还没有红米note7流畅。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
89,17332916387.0,还不错，物有所值，充电很快，也很稳定。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
90,17289559614.0,第二部小米手机，外观设计非常好看，颜色很正，配置也非常简单，很喜欢。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
91,17291142215.0,120hz很舒服，天玑9000玩游戏也不卡 很流畅 5000毫安时电池续航也顶,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
92,17296139765.0,手机非常好，用的非常流畅，打王者贼爽，红米yyds,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
93,17374364503.0,包装很紧实，手机手感简直棒极了，启动很快，标配还有自带的保护套很贴心，祝小米越来越好。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
94,17381524557.0,外观非常漂亮，使用也非常流畅，快递也很快,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
95,17363593966.0,第一次使用小米手机，发货很快，收到货了包装很好，期待使用.,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
96,17349400026.0,还行吧，上一次用小米还是好多年前的小米3了，感觉小米也是越来越好了，我觉得小爱很好,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
97,17293610645.0,"屏幕音效：屏幕非常清晰
运行速度：超级流畅
非常满意的一次购物",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
98,17342202178.0,手机很漂亮，电池容量大，打游戏合适,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
99,17301928749.0,"运行速度：很好
屏幕音效：很好",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
100,17397616196.0,第二次使用小米手机了，还是一路既往的好用，外形好看，使用起来也很好。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
101,17393671303.0,手感相当舒服，天机9000不是吹出来的，跑分也不错，打游戏流畅度很高,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
102,17383030500.0,发货很快，运行也很流畅，目前很满意。先用一段时间再来追评吧,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
103,17306928787.0,手机性能很好，运行速度也很快，屏幕清晰，运行速度快,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
104,17355699170.0,物超所值，非常好的手机，打王者120帧率丝滑流畅，小米系统超级吊，个人觉得很棒，无论玩游戏还是日常使用都很合适。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
105,17408347937.0,?发货很快，两三天就到了，这个颜色我很喜欢，性价比很高，非常nice，不耍猴了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
106,17351372451.0,小米手机很好，很棒，很满意。天玑9000芯片表现很不错，游戏帧数很稳，很满意的一次购物。希望红米越来越好。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
107,17284404337.0,非常不错的手机，手感也挺好的！！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
108,17282604550.0,跟老爸买的，发货非常快，手机使用非常流畅，爸爸很喜欢！k50pro确实非常好！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
109,17299995731.0,造型上手很好看，屏幕素质出众，快充的速度很满意的,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
110,17297448306.0,非常棒的一次购物体验，多次回头客了，希望老板生意兴隆！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
111,17319190243.0,物流很快，一天就到了，更新也很及时，吃鸡很快就适配了高帧。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
112,17384066911.0,手机收到了，不错。儿子挺喜欢。运行挺快。快递员也很热情。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
113,17409072796.0,感觉还不错，玩游戏没有想象中爽，充电超级快,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
114,17332296150.0,不错，屏幕看着很舒服用着也很舒服，手机看着也很舒服,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
115,17408307447.0,手机收到了，用起来网络很好，玩游戏特别棒，非常喜欢。??????,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
116,17365101240.0,非常喜欢，一直用小米手机，性价比高，yyds,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
117,17354780936.0,手机很好，反应快。运行速度也快。值得入手。相信用起来也不错。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
118,17370436036.0,发货超级快，到货超级快，包装很精致，真的是开启了新世界的大门&hellip;&hellip;,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
119,17287131268.0,性价比很高，发货非常快！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
120,17397061091.0,可以可以 手机运行很流畅,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
121,17366406436.0,感觉非常的棒，特别的满意,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
122,17369265562.0,哇哦 非常nice 太喜欢了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
123,17411170464.0,手机很可以，使用很流畅，屏幕刷新率挺好的,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
124,17359736168.0,和想象中的的一样，虽然等了很久但很值得。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
125,17407169639.0,这款商品质量很好，非常好用，建议大家去购买噢，不要错过哦,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
126,17401783614.0,原本我这边腰围疫情进不来，但是在两天后，他们还是送过来了，非常的感谢，物流也非常的快，感谢，辛苦了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
127,17369478156.0,快递送的很快服务态度也好,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
128,17410673965.0,非常好用，充电速度快，颜值高，爱了爱了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
129,17290468394.0,手机非常不错，下了一堆软件。非常流畅?,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
130,17360771103.0,发货比较快，手机很流畅，广告多了点。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
131,17397393267.0,支持小米，性能很强，买来玩游戏，拍夜景,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
132,17339419136.0,续航能力很强，期待米柚的持续更新,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
133,17391470815.0,拍图片非常清晰速度非常快充电也很快,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
134,17298941504.0,目前使用还不错了，拍摄很棒,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
135,17296384057.0,速度非常快，充电十几分钟就充满了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
136,17351046205.0,发货速度非常快 质量很好 非常不错,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
137,17379635042.0,挺好的 ，帮儿子买的，儿子很喜欢,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
138,17294728796.0,快递也很快收到了，后面会追加,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
139,17363576171.0,很好的一次购物，发货速度很快，期待使用,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
140,17297367768.0,体验下来基本不错，很好,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
141,17403204596.0,挺好的，像素很高，很高,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
142,17405058087.0,太棒了。玩天刀高清没压力,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
143,17293953054.0,终于到货了，这手机很强。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
144,17308970462.0,非常喜欢的一次购物，性价比很高,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
145,17370930301.0,很好 2k屏幕 可以,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
146,17307748551.0,手机好有质感，速度也很快。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
147,17378002597.0,原价抢到，很棒棒！！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
148,17402207205.0,很好 不错 再次复购,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
149,17382968125.0,手机很好，快递很快!,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
150,17281753518.0,"用了4年的小米8屏幕碎了，直接换上k50pro顶配，反手还上了碎屏险，首发尝试一下竟然抢到了，送的也非常快，付完尾款当天就到手了~
外形外观：墨羽，挺好看的，就是乍一看像裂开来
屏幕音效：屏幕没话说，比原来的小米8清晰不止一点点
拍照效果：拍了一下感觉还行，平常也就扫个码，不在意
运行速度：天玑9000没话说，非常流畅",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
151,17368680655.0,系统、屏幕还不错，但出现过绿屏和玩游戏电流声，但是真的懒得退货了，给个三星吧,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
152,17293919772.0,外观看着可以，拿着还挺顺手的，拍照也行，就是不知道用着怎么样？用过几天以后再来追评,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
153,17285441037.0,"外形外观：一般
屏幕音效：2k屏幕还行
拍照效果：不在乎
运行速度：天机9000还行，买的12+256
120瓦充电很快，续航不错",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
154,17286440743.0,"以前感觉手机的重量我一点都不在意，拿到手中实际用了段时间感觉用久了就有点重了，其他的一切都好，我不在意什么塑料边框或者金属边框的。
手机质量也不错，运行很流畅，其他功能还待摸索。",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
155,17297543385.0,快递是真快，上午下单，下午就收到了，第一次这么快收到快递，点赞。通过这几天的使用，手机总的来说不错，快。稍有不足是电池续航不是太满意，重度使用坚持不到晚上，好在充电器给力，20分钟就充满了，摄缘头使用中死过一次机，怎么点都没反应，重启一下好了，照片很清晰，够用，声音不错，双扬声器，好听，基本上该有的功能都有，我不打游戏，对我来说，还是相当满意。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
156,17349069051.0,商品收到咯，特别喜欢，一收到就迫不及待地打开了，家人也很满意，这次购物体验不错，唯一美中不足的就是他这个手机没有充电，有无线充电功能，别的都还挺好的，然后他的手感的话，嗯可能比小米12会差那么一点点，但是别的都还挺好的。那小米12又太小了，所以这个手机还是挺适合我的。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
157,17294401480.0,试用两天才来评，屏幕和运行速度都是不错，唯稍重稍厚了些，因为大电池的原因吧！5000安电池可以妥妥用一天，总体满意，再轻薄些就完美了。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
158,17327585740.0,"可以
外形外观：漂亮
屏幕音效：好
运行速度：可以
待机时间：可以
其他特色：可以可以可以",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
159,17298541239.0,首发就想买，就是手机还可以用，正好这次直接坏了，实体店没有现货，刚好赶上最后一台，拿手里果然还是熟悉的味道，2k屏幕120hz高刷，性价比确实无敌。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
160,17373092633.0,拍照效果：相机打开的速度有点出乎我的意料，因为我很少打游戏所以感觉其他的倒还行，暂时就这些,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
161,17399156475.0,整体来说，还是很好的。充电快，帧率高，性能较好，不过还是要优化一下打游戏掉帧问题。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
162,17343416412.0,"运行速度：拍得上苹果

待机时间：打10几盘王者都无问题。

屏幕音效：高刷新率玩游戏好正，快速移动都睇得清。",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
163,17348039026.0,手机挺不错的，挺喜欢的，经过这几天的使用，感觉还可以，打游戏还是有点发热，可能夏天到啦，除了摄像头一样一点点歪以外还是挺满意的。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
164,17296379925.0,手机手感挺好的，银色很有科技感，好久没用小米的手机了，期待后续的使用,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
165,17363370161.0,经过几天的使用，感觉很好，BUG修复了不少。发热比我的魅族18好太多了。就是有一点大，,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
166,17287215196.0,"屏幕音效：外放声音好听
运行速度：挺好的
外形外观：感觉有点重",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
167,17298547011.0,购买第三天到手了。总体手感还可以，2k的效果也是挺好的。系统也比较流畅。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
168,17371848305.0,"外形外观：拿到手里比想象中的好看，没那么像碎屏
总体来说是值这个价格的，运行也算流畅",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
169,17289707233.0,手机用起来感觉不错，颜值还可以 比之前的那个快多了打游戏不卡了,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
170,17367387367.0,用了一天，感觉很不错。打王者荣耀稍微有点烫，总体还好。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
171,17298434134.0,"刚试用完首发的红米k50pro，就是感觉特别香啊，120Hz的高刷，和2k屏幕，用红米k50pro看4k视频简直不能太爽哦，还有就是手机的上面和下面的双扬声器，在看视频时候杜比音效，环绕效果真的赞哦，最后就是120w快充，虽然很快，唯一一点就是充电器有点大，其他都吹爆，电池的容量也很大哦，够基本使用一天了
屏幕音效：双扬声器
拍照效果：一亿像素
运行速度：天玑9000特别流畅",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
172,17355191801.0,"外形外观：外观我觉得还可以，虽然看着不显高档。也不显廉价，外面是不锈钢材质的，散热很不错的
屏幕音效：屏幕音效还挺好的，这款用的喇叭材质和品牌都不错。
拍照效果：之前用的是苹果手机，觉得这款拍照效果还挺好的。
运行速度：他的流畅速度在安卓机里面还算不错的了，但是比苹果11，12，13还是差的有点距离。
其他特色：特色方面就是安卓系统可玩性比较高吧，小米的系统还可以。
待机时间：我是中度手机使用者，一天大概充两次到三次左右，这款手机充电速度非常快，120w。",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
173,17399752732.0,真的不错，我觉得运行速度挺快的，不打游戏，不过小米13.5系统整得挺好的，加油！,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
174,17335758723.0,"外形外观：符合我的审美
屏幕音效：屏幕有一层溥膜，音效挺好，音也大
拍照效果：手机最爱此功能，狂街溜公园少不得拍照，清晰感好",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
175,17386222654.0,还可以，符合预期，然而我觉得系统还可以再优化一些（以前用鸿蒙，也可能是使用习惯问题）。感觉充电速度非常快，可以说是超级快;但是感觉使用时还是有些发热，虽然没到烫手的程度，所以耗电速度还是有点快。,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
176,17286374437.0,"外形外观：好看
屏幕音效：还行
拍照效果：可以
运行速度：挺好的
待机时间：5000毫安还不错",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
177,17383391030.0,手感舒适，充电速度贼快，不亏为机皇，屏幕大，,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
178,17299540520.0,"到手三天了，说说优点，屏幕可以，玩吃鸡很不错，充电感觉也还凑合，比一加8T快一点，系统感觉比一加要好一些，要更加人性化一点。
缺点：玩金铲铲会卡，每把玩到一半就会卡住异响三秒左右，应该是系统适配问题，希望早点修复。",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
179,17287021929.0,天机9000手机快，散热小，内存大，储存空间大，屏幕细腻，电池容量大，充电速度快，拍照效果好，配送及时，,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
180,17303313277.0,k50pro很不错，深得我心，自己喜欢哪个就买哪个，不要听别人测评，打原神很流畅，续航也是杠杠的，现在一天只充一次电就够玩了，拍照也还行，但是只有十倍变焦，还有就是手机主题的话还是用自带的好了，我用其他主题偶尔会有一些卡顿，可能是没调配好吧，整体还是不错的,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
181,17368062893.0,外形外观：好看，运行速度快，用了一天，整体来说还可以，就是总感觉网络有点不尽人意，还没我的note9pro网络好,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
182,17387023247.0,买过后发现米粉节11u也不错，5100 12+512还有无线充，可惜买过了，不过k50p也不错，电池耐用，充电是真的快，20分钟满上，不知是网速慢还是手机延迟，有时候反应卡顿?,红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
183,17399889710.0,"挺好的 手机续航能力不错
外形外观：简
屏幕音效：高
运行速度：快",红米Redmi K50pro小米5g智能手机 天玑9000 2K柔性直屏 OIS光学防抖拍照 墨羽 8GB+256GB
